title,artist,album,url,description,release_year,fetch_date
San Juanitos,Inca Son,"(Volume #1) Ascope, Tierra Del Amanecer (Ascope, Land of the Dawn)",https://www.youtube.com/watch?v=fdE1LNW-pUs,,,2026-04-18 23:06:41
Ecuador (En Vivo),Jhonny Chamba,Sanjuanito Ecuatorianos (En Vivo),https://www.youtube.com/watch?v=81RWRVt7NFI,,,2026-04-18 23:06:41
La Forasterita,"Los Corazas, Carlos Bonilla, Gonzalo Castro",La Flauta de Ecuador,https://www.youtube.com/watch?v=uE0g8F_nqQE,,,2026-04-18 23:06:41
Magolita,Jokiwas,Magolita,https://www.youtube.com/watch?v=cD6knY6mQrY,,,2026-04-18 23:06:41
El Camote,"Soledad Morales, Polibio Mayorga",Recuerdos de Mi Tierra,https://www.youtube.com/watch?v=ijCmA8uXlBU,,,2026-04-18 23:06:41
Cuatro esquinas,Samy,Los Sanjuanitos de mi Vida,https://www.youtube.com/watch?v=KPQ1ESPpMdQ,,,2026-04-18 23:06:41
Ojitos Negros,Rumiñahui,Saraguro Llactamanta,https://www.youtube.com/watch?v=BIBxeSrYFP0,,,2026-04-18 23:06:41
Sanjuanitos Ñuca Llacta,PANBUR HERMANOS PANTA BURE,Sanjuanitos Ñuca Llacta,https://www.youtube.com/watch?v=jtfZU08FA7Y,,,2026-04-18 23:06:41
Sanjuanito de mi Tierra,Grupo Inka Llakta,14 Éxitos Folkloricos Latinoamericanos,https://www.youtube.com/watch?v=E691ArXCWEQ,,,2026-04-18 23:06:41
Solo Solito,Coplas del Corazón,Solo Solito,https://www.youtube.com/watch?v=ac1QrPgZw8Q,,,2026-04-18 23:06:41
San Juanito de la Esperanza,"Joel Francisco Perri, Cedric Perri","Perri, Joel: Master of the Indian Flutes",https://www.youtube.com/watch?v=ESsQJIrq2G0,,,2026-04-18 23:06:41
Marujita,El Jilguero del Huascarán,Mis Primeros Éxitos,https://www.youtube.com/watch?v=GzsTHCJhw3Q,,,2026-04-18 23:06:41
Viva La Fiesta ! (En Vivo),Hermanas Mendoza Suasti,Obras Cumbres Del Ecuador (En Vivo),https://www.youtube.com/watch?v=o5ie6lRyhwE,,,2026-04-18 23:06:41
Sanjuanito de mi Tierra (Sanjuanito Ecuador),Hnas. Mendoza-Suasti,Lo Mejor del Ecuador,https://www.youtube.com/watch?v=VvAXnlrUjwM,,,2026-04-18 23:06:41
Misa Punlla / San Juan Capilla / Curiquingue,Bolivia Manta,Quechua Music,https://www.youtube.com/watch?v=JoO6wEJ90O0,,,2026-04-18 23:06:41
Ñuca Llacta (Tonada de Ecuador version),Hermanas Mendoza Suasti,18 Exitos de Ecuador,https://www.youtube.com/watch?v=Tbx3n1o0YBc,,,2026-04-18 23:06:41
Te Amo Señor (Sanjuanito),Antonio Pástor,Tuya Es La Gloria - Música Andina Con Antonio Pástor,https://www.youtube.com/watch?v=dZ1V8sQb3-Y,,,2026-04-18 23:06:41
Bailando Me Despido,Hermanas Mendoza Suastí,Ecuador Sus Mas Bellas Canciones,https://www.youtube.com/watch?v=tevLgPHUHRw,,,2026-04-18 23:06:41
San Juanito,Oshka Tarazona,Sabor Latino,https://www.youtube.com/watch?v=99jVpTi_7dc,,,2026-04-18 23:06:41
Andean Christmas: IV. San Juanito Para El Niño,Quimantu,Pilgrimage to the Andes,https://www.youtube.com/watch?v=TU5Zbo0RO5k,,,2026-04-18 23:06:41
Corazón Equivocado,Ñanda Mañachi,Del Ecuador Para el Mundo Entero,https://www.youtube.com/watch?v=NoWpKSXokKA,,,2026-04-18 23:06:41
Por la raza,Dos Lunas,Fiesta Ecuatoriana,https://www.youtube.com/watch?v=FHloyBqGZWA,,,2026-04-18 23:06:41
